Residence,Work,Commute rate
43,7,4.69E-05
10,1,4.67E-05
31,11,4.66E-05
13,33,4.65E-05
22,34,4.64E-05
28,47,4.64E-05
29,31,4.64E-05
33,8,4.63E-05
12,2,4.62E-05
21,33,4.62E-05
21,10,4.61E-05
20,28,4.60E-05
12,6,4.57E-05
19,24,4.56E-05
27,9,4.56E-05
30,1,4.56E-05
38,4,4.56E-05
1,15,4.54E-05
8,40,4.54E-05
29,3,4.54E-05
29,15,4.53E-05
10,3,4.50E-05
34,8,4.50E-05
42,15,4.48E-05
39,7,4.47E-05
43,8,4.47E-05
2,17,4.46E-05
38,22,4.46E-05
41,22,4.46E-05
21,19,4.45E-05
43,1,4.44E-05
4,20,4.43E-05
10,40,4.43E-05
12,16,4.43E-05
19,6,4.41E-05
18,11,4.40E-05
20,1,4.39E-05
35,36,4.39E-05
46,26,4.38E-05
45,11,4.37E-05
34,1,4.36E-05
34,22,4.36E-05
25,46,4.34E-05
28,15,4.33E-05
1,40,4.30E-05
22,1,4.30E-05
41,11,4.30E-05
3,15,4.29E-05
14,2,4.29E-05
40,25,4.29E-05
13,16,4.28E-05
6,20,4.26E-05
38,24,4.26E-05
22,10,4.25E-05
23,10,4.25E-05
36,7,4.25E-05
24,1,4.22E-05
28,9,4.19E-05
18,38,4.18E-05
41,12,4.17E-05
16,34,4.16E-05
39,18,4.16E-05
45,39,4.16E-05
33,29,4.15E-05
43,22,4.14E-05
21,9,4.13E-05
35,24,4.13E-05
21,1,4.12E-05
9,6,4.11E-05
44,47,4.11E-05
5,22,4.10E-05
39,32,4.10E-05
41,19,4.10E-05
41,36,4.10E-05
39,25,4.09E-05
28,10,4.08E-05
38,1,4.08E-05
3,10,4.07E-05
22,17,4.07E-05
23,15,4.07E-05
41,15,4.06E-05
13,47,4.05E-05
44,11,4.05E-05
44,17,4.05E-05
22,3,4.02E-05
41,8,4.02E-05
37,4,4.01E-05
12,25,4.00E-05
43,26,4.00E-05
37,24,3.99E-05
38,46,3.99E-05
26,15,3.98E-05
27,31,3.98E-05
18,8,3.97E-05
2,24,3.96E-05
23,19,3.96E-05
29,47,3.96E-05
6,22,3.93E-05
34,43,3.93E-05
38,43,3.92E-05
19,21,3.91E-05
33,16,3.91E-05
14,42,3.90E-05
34,42,3.90E-05
38,8,3.90E-05
46,25,3.90E-05
5,27,3.89E-05
11,16,3.89E-05
12,47,3.89E-05
15,1,3.89E-05
45,22,3.89E-05
18,33,3.87E-05
36,25,3.87E-05
28,43,3.85E-05
31,21,3.85E-05
26,10,3.84E-05
35,26,3.84E-05
36,24,3.84E-05
45,1,3.84E-05
31,12,3.83E-05
40,17,3.83E-05
18,20,3.82E-05
32,16,3.82E-05
35,1,3.82E-05
39,1,3.82E-05
27,10,3.81E-05
28,46,3.81E-05
19,40,3.77E-05
33,21,3.77E-05
16,40,3.76E-05
37,21,3.76E-05
43,4,3.76E-05
20,26,3.75E-05
23,9,3.75E-05
16,8,3.73E-05
30,17,3.73E-05
5,28,3.72E-05
27,43,3.71E-05
30,35,3.70E-05
12,5,3.69E-05
15,5,3.69E-05
34,39,3.66E-05
44,4,3.66E-05
7,19,3.63E-05
19,28,3.63E-05
14,35,3.62E-05
21,8,3.62E-05
25,35,3.62E-05
18,32,3.61E-05
17,10,3.59E-05
15,19,3.58E-05
19,26,3.58E-05
27,46,3.57E-05
35,45,3.57E-05
2,21,3.55E-05
12,37,3.55E-05
18,40,3.54E-05
37,31,3.54E-05
41,1,3.54E-05
42,26,3.53E-05
13,25,3.52E-05
16,9,3.52E-05
15,18,3.51E-05
27,39,3.51E-05
14,37,3.50E-05
28,3,3.49E-05
36,4,3.49E-05
40,32,3.49E-05
22,15,3.48E-05
36,21,3.48E-05
37,7,3.48E-05
1,10,3.47E-05
9,26,3.47E-05
25,15,3.47E-05
37,1,3.47E-05
2,16,3.46E-05
15,28,3.45E-05
26,44,3.45E-05
26,43,3.44E-05
2,40,3.43E-05
28,44,3.42E-05
45,37,3.41E-05
24,16,3.40E-05
26,31,3.40E-05
10,25,3.37E-05
27,32,3.37E-05
30,4,3.37E-05
39,30,3.37E-05
47,38,3.37E-05
34,44,3.34E-05
1,24,3.32E-05
11,33,3.32E-05
18,34,3.32E-05
27,3,3.32E-05
47,42,3.32E-05
9,16,3.30E-05
11,25,3.29E-05
12,35,3.29E-05
16,3,3.29E-05
47,26,3.29E-05
21,29,3.28E-05
27,19,3.27E-05
29,39,3.27E-05
47,25,3.26E-05
11,43,3.25E-05
35,8,3.25E-05
35,46,3.24E-05
37,44,3.24E-05
3,36,3.23E-05
14,43,3.23E-05
26,9,3.23E-05
13,5,3.22E-05
25,36,3.22E-05
8,18,3.21E-05
8,34,3.21E-05
45,8,3.21E-05
12,21,3.20E-05
44,8,3.20E-05
35,21,3.19E-05
38,11,3.19E-05
24,10,3.15E-05
38,42,3.15E-05
6,28,3.14E-05
20,25,3.14E-05
1,34,3.13E-05
38,15,3.13E-05
33,15,3.11E-05
11,47,3.10E-05
8,17,3.09E-05
32,36,3.09E-05
38,3,3.09E-05
14,5,3.08E-05
36,15,3.08E-05
38,41,3.08E-05
32,22,3.07E-05
39,26,3.07E-05
20,3,3.06E-05
25,47,3.05E-05
39,43,3.05E-05
1,38,3.04E-05
18,19,3.04E-05
22,16,3.04E-05
46,11,3.04E-05
46,37,3.04E-05
46,1,3.03E-05
14,38,3.02E-05
18,1,3.02E-05
35,4,3.02E-05
10,26,3.01E-05
31,3,3.01E-05
34,9,3.01E-05
38,21,3.01E-05
11,5,3.00E-05
47,34,3.00E-05
1,21,2.99E-05
37,29,2.99E-05
22,40,2.98E-05
37,32,2.98E-05
41,32,2.98E-05
9,21,2.97E-05
27,44,2.97E-05
7,24,2.96E-05
44,26,2.96E-05
33,17,2.95E-05
37,25,2.95E-05
9,25,2.94E-05
13,37,2.93E-05
17,31,2.92E-05
31,4,2.92E-05
31,36,2.92E-05
12,43,2.90E-05
13,35,2.90E-05
45,21,2.89E-05
10,16,2.86E-05
26,47,2.85E-05
8,25,2.84E-05
11,37,2.84E-05
29,46,2.84E-05
36,8,2.84E-05
15,2,2.83E-05
33,1,2.83E-05
13,43,2.82E-05
3,40,2.81E-05
9,5,2.81E-05
33,30,2.81E-05
28,41,2.80E-05
32,12,2.80E-05
38,30,2.80E-05
8,6,2.79E-05
34,21,2.79E-05
34,29,2.79E-05
40,21,2.79E-05
17,35,2.78E-05
26,3,2.78E-05
32,17,2.78E-05
13,38,2.77E-05
26,32,2.77E-05
12,38,2.76E-05
26,42,2.76E-05
3,44,2.75E-05
43,20,2.75E-05
45,30,2.75E-05
10,21,2.74E-05
23,3,2.74E-05
47,45,2.74E-05
19,34,2.71E-05
25,45,2.70E-05
2,19,2.69E-05
25,43,2.68E-05
39,29,2.68E-05
3,46,2.66E-05
33,18,2.66E-05
40,19,2.65E-05
1,20,2.64E-05
39,21,2.64E-05
41,10,2.64E-05
40,3,2.63E-05
29,43,2.62E-05
29,44,2.62E-05
21,15,2.61E-05
24,35,2.61E-05
34,46,2.61E-05
39,3,2.61E-05
24,37,2.60E-05
29,32,2.60E-05
12,30,2.59E-05
40,9,2.59E-05
31,8,2.58E-05
31,29,2.58E-05
40,10,2.58E-05
3,16,2.57E-05
28,19,2.57E-05
41,18,2.57E-05
44,30,2.56E-05
31,18,2.55E-05
31,43,2.55E-05
17,33,2.54E-05
35,18,2.53E-05
33,46,2.52E-05
34,41,2.52E-05
38,32,2.52E-05
8,16,2.50E-05
36,31,2.50E-05
44,21,2.50E-05
25,41,2.49E-05
27,41,2.49E-05
33,20,2.49E-05
44,1,2.49E-05
4,42,2.48E-05
47,33,2.48E-05
10,24,2.47E-05
23,30,2.47E-05
32,15,2.47E-05
42,18,2.47E-05
47,20,2.47E-05
10,34,2.46E-05
36,9,2.46E-05
36,46,2.46E-05
1,5,2.45E-05
2,35,2.45E-05
9,17,2.45E-05
32,44,2.45E-05
36,1,2.45E-05
19,1,2.44E-05
42,11,2.44E-05
47,10,2.43E-05
14,46,2.42E-05
24,36,2.42E-05
43,3,2.42E-05
47,43,2.42E-05
27,42,2.41E-05
33,43,2.40E-05
46,24,2.40E-05
5,20,2.39E-05
14,44,2.39E-05
22,33,2.39E-05
23,47,2.39E-05
37,10,2.39E-05
37,15,2.39E-05
15,24,2.38E-05
43,25,2.38E-05
18,3,2.37E-05
18,30,2.37E-05
29,45,2.37E-05
9,34,2.35E-05
19,3,2.35E-05
34,47,2.35E-05
8,33,2.34E-05
44,3,2.34E-05
4,19,2.33E-05
10,5,2.33E-05
38,47,2.33E-05
26,39,2.32E-05
28,2,2.32E-05
20,40,2.31E-05
45,3,2.28E-05
3,37,2.27E-05
13,18,2.26E-05
40,36,2.26E-05
23,37,2.25E-05
10,17,2.23E-05
13,46,2.23E-05
30,3,2.23E-05
33,42,2.23E-05
46,3,2.23E-05
30,9,2.22E-05
42,3,2.22E-05
8,5,2.21E-05
16,35,2.21E-05
4,43,2.20E-05
11,46,2.20E-05
16,6,2.20E-05
25,32,2.20E-05
40,15,2.19E-05
19,16,2.18E-05
4,17,2.17E-05
40,31,2.17E-05
47,21,2.17E-05
39,31,2.16E-05
29,19,2.15E-05
1,6,2.14E-05
14,18,2.13E-05
11,35,2.12E-05
19,2,2.12E-05
33,41,2.12E-05
35,15,2.12E-05
8,21,2.11E-05
19,33,2.11E-05
36,10,2.11E-05
31,1,2.10E-05
4,47,2.09E-05
41,30,2.09E-05
46,29,2.09E-05
1,26,2.08E-05
36,42,2.08E-05
36,43,2.08E-05
45,10,2.08E-05
1,19,2.07E-05
15,26,2.07E-05
18,10,2.07E-05
26,45,2.07E-05
41,21,2.07E-05
47,35,2.07E-05
41,20,2.06E-05
42,10,2.06E-05
3,35,2.05E-05
7,16,2.05E-05
13,44,2.05E-05
31,15,2.05E-05
34,3,2.05E-05
43,9,2.05E-05
45,26,2.05E-05
3,17,2.04E-05
3,42,2.04E-05
25,19,2.04E-05
26,46,2.03E-05
40,30,2.03E-05
4,44,2.02E-05
7,33,2.02E-05
21,30,2.02E-05
21,47,2.02E-05
25,3,2.02E-05
30,32,2.02E-05
38,17,2.02E-05
40,39,2.02E-05
43,19,2.02E-05
24,19,2.01E-05
30,44,2.01E-05
47,3,2.01E-05
7,18,2.00E-05
12,18,2.00E-05
12,46,2.00E-05
13,42,1.99E-05
16,38,1.99E-05
25,44,1.99E-05
30,47,1.99E-05
41,31,1.99E-05
11,38,1.98E-05
43,10,1.98E-05
11,18,1.97E-05
12,42,1.97E-05
17,3,1.97E-05
17,37,1.97E-05
30,10,1.97E-05
39,10,1.97E-05
5,34,1.96E-05
22,43,1.96E-05
30,39,1.95E-05
30,42,1.95E-05
41,3,1.95E-05
39,15,1.93E-05
47,41,1.93E-05
20,34,1.92E-05
37,20,1.92E-05
46,21,1.92E-05
26,41,1.91E-05
2,26,1.90E-05
9,41,1.90E-05
13,29,1.90E-05
37,3,1.90E-05
37,8,1.90E-05
43,15,1.90E-05
13,45,1.89E-05
23,38,1.89E-05
6,34,1.87E-05
15,25,1.87E-05
35,39,1.87E-05
44,39,1.87E-05
6,17,1.86E-05
24,43,1.86E-05
12,44,1.85E-05
45,31,1.85E-05
3,19,1.84E-05
3,21,1.84E-05
7,17,1.84E-05
9,2,1.84E-05
1,16,1.83E-05
18,2,1.83E-05
18,43,1.83E-05
39,45,1.83E-05
1,18,1.82E-05
8,47,1.82E-05
10,18,1.82E-05
18,42,1.82E-05
22,18,1.82E-05
33,47,1.82E-05
39,42,1.81E-05
40,20,1.80E-05
47,16,1.80E-05
47,44,1.80E-05
7,21,1.79E-05
8,35,1.79E-05
18,9,1.79E-05
19,43,1.79E-05
41,25,1.79E-05
9,29,1.78E-05
15,34,1.78E-05
18,29,1.78E-05
16,33,1.76E-05
18,35,1.76E-05
32,29,1.76E-05
2,31,1.75E-05
5,17,1.75E-05
36,2,1.75E-05
30,16,1.74E-05
36,18,1.74E-05
17,29,1.73E-05
31,20,1.73E-05
31,39,1.73E-05
32,25,1.73E-05
38,18,1.73E-05
3,43,1.72E-05
20,6,1.72E-05
32,21,1.72E-05
36,29,1.72E-05
20,18,1.71E-05
20,47,1.71E-05
27,45,1.71E-05
35,17,1.71E-05
43,21,1.71E-05
4,26,1.70E-05
14,45,1.70E-05
10,2,1.69E-05
33,3,1.69E-05
34,15,1.69E-05
25,6,1.68E-05
31,47,1.68E-05
32,24,1.68E-05
6,16,1.67E-05
6,19,1.67E-05
31,30,1.67E-05
42,32,1.67E-05
42,16,1.66E-05
47,8,1.66E-05
42,30,1.65E-05
8,44,1.64E-05
23,43,1.64E-05
26,19,1.64E-05
42,21,1.64E-05
45,2,1.64E-05
23,46,1.63E-05
45,16,1.62E-05
8,37,1.61E-05
13,30,1.61E-05
14,29,1.61E-05
37,9,1.61E-05
37,41,1.61E-05
28,45,1.60E-05
37,43,1.60E-05
40,18,1.60E-05
44,25,1.60E-05
45,25,1.60E-05
8,32,1.59E-05
23,35,1.59E-05
24,3,1.58E-05
39,9,1.58E-05
15,40,1.57E-05
43,32,1.57E-05
4,37,1.56E-05
15,21,1.56E-05
45,32,1.56E-05
17,2,1.55E-05
43,16,1.55E-05
4,39,1.54E-05
10,43,1.54E-05
16,37,1.54E-05
33,10,1.54E-05
47,9,1.53E-05
17,19,1.52E-05
39,20,1.52E-05
42,9,1.52E-05
35,29,1.51E-05
35,30,1.51E-05
7,38,1.50E-05
14,30,1.50E-05
42,25,1.50E-05
19,18,1.49E-05
34,30,1.49E-05
12,29,1.48E-05
34,17,1.48E-05
34,20,1.48E-05
39,8,1.48E-05
4,21,1.47E-05
7,34,1.47E-05
14,41,1.45E-05
22,29,1.45E-05
22,35,1.45E-05
22,46,1.45E-05
36,41,1.45E-05
24,44,1.44E-05
24,46,1.44E-05
46,19,1.44E-05
1,35,1.43E-05
6,24,1.42E-05
1,33,1.41E-05
11,30,1.41E-05
30,31,1.41E-05
43,17,1.41E-05
46,30,1.41E-05
1,47,1.40E-05
21,37,1.40E-05
30,46,1.40E-05
32,8,1.40E-05
32,39,1.40E-05
24,47,1.39E-05
33,9,1.39E-05
36,20,1.39E-05
38,31,1.39E-05
32,42,1.38E-05
37,18,1.38E-05
38,29,1.38E-05
43,31,1.38E-05
44,18,1.38E-05
1,17,1.37E-05
11,44,1.37E-05
13,39,1.37E-05
14,36,1.37E-05
21,3,1.37E-05
21,44,1.37E-05
36,16,1.37E-05
37,17,1.37E-05
37,47,1.37E-05
2,37,1.36E-05
35,2,1.36E-05
40,2,1.36E-05
12,41,1.35E-05
32,1,1.35E-05
2,46,1.34E-05
16,2,1.34E-05
16,30,1.34E-05
17,6,1.34E-05
29,6,1.34E-05
35,10,1.34E-05
40,16,1.34E-05
42,2,1.34E-05
45,18,1.34E-05
47,36,1.34E-05
13,36,1.33E-05
29,41,1.33E-05
2,36,1.32E-05
17,42,1.32E-05
45,20,1.32E-05
25,2,1.31E-05
29,42,1.31E-05
7,44,1.30E-05
10,29,1.30E-05
10,47,1.30E-05
31,16,1.30E-05
35,47,1.30E-05
40,29,1.30E-05
43,39,1.30E-05
11,31,1.29E-05
5,40,1.28E-05
10,35,1.28E-05
31,44,1.28E-05
46,9,1.28E-05
46,31,1.28E-05
8,42,1.27E-05
14,31,1.27E-05
19,42,1.27E-05
27,2,1.27E-05
3,26,1.26E-05
31,10,1.26E-05
5,21,1.25E-05
5,35,1.25E-05
9,18,1.25E-05
22,38,1.25E-05
12,39,1.24E-05
13,32,1.24E-05
26,6,1.24E-05
6,38,1.23E-05
5,38,1.22E-05
34,45,1.22E-05
19,17,1.21E-05
5,19,1.20E-05
14,32,1.20E-05
25,42,1.20E-05
41,9,1.20E-05
5,26,1.19E-05
5,36,1.19E-05
35,16,1.19E-05
7,47,1.18E-05
11,36,1.18E-05
11,42,1.18E-05
25,31,1.18E-05
30,15,1.18E-05
5,24,1.17E-05
9,33,1.17E-05
14,39,1.17E-05
25,39,1.17E-05
5,33,1.16E-05
39,41,1.16E-05
9,43,1.15E-05
20,29,1.15E-05
30,19,1.15E-05
30,20,1.15E-05
30,43,1.15E-05
43,6,1.15E-05
43,29,1.15E-05
44,16,1.15E-05
45,9,1.15E-05
21,35,1.14E-05
24,31,1.14E-05
24,42,1.14E-05
33,45,1.14E-05
39,17,1.14E-05
42,19,1.14E-05
46,32,1.14E-05
2,47,1.13E-05
21,31,1.13E-05
22,45,1.13E-05
22,47,1.13E-05
45,17,1.13E-05
17,47,1.12E-05
24,45,1.12E-05
4,31,1.11E-05
16,19,1.11E-05
22,2,1.11E-05
34,19,1.11E-05
16,5,1.10E-05
16,39,1.10E-05
23,44,1.10E-05
47,18,1.10E-05
29,2,1.09E-05
44,29,1.09E-05
1,37,1.07E-05
17,43,1.07E-05
36,32,1.07E-05
36,47,1.07E-05
42,29,1.07E-05
7,32,1.06E-05
7,46,1.05E-05
11,29,1.05E-05
22,44,1.05E-05
27,6,1.05E-05
32,43,1.05E-05
36,45,1.05E-05
10,30,1.04E-05
22,37,1.04E-05
26,2,1.04E-05
32,30,1.04E-05
1,46,1.03E-05
11,45,1.03E-05
32,20,1.03E-05
6,18,1.02E-05
9,37,1.02E-05
32,3,1.02E-05
32,46,1.02E-05
43,18,1.02E-05
4,18,1.01E-05
4,30,1.01E-05
20,5,1.01E-05
21,43,1.01E-05
4,25,1.00E-05
12,36,1.00E-05
13,41,1.00E-05
21,6,1.00E-05
24,2,1.00E-05
32,10,9.99E-06
22,6,9.96E-06
38,19,9.94E-06
38,2,9.93E-06
23,36,9.92E-06
8,38,9.91E-06
11,32,9.90E-06
22,42,9.84E-06
20,37,9.83E-06
2,18,9.81E-06
8,30,9.81E-06
2,25,9.72E-06
1,43,9.69E-06
46,17,9.69E-06
2,42,9.66E-06
38,9,9.64E-06
12,45,9.55E-06
42,17,9.55E-06
35,6,9.51E-06
28,6,9.50E-06
46,10,9.50E-06
15,33,9.48E-06
46,15,9.46E-06
23,42,9.41E-06
15,36,9.39E-06
34,18,9.39E-06
11,41,9.37E-06
42,39,9.37E-06
5,16,9.32E-06
18,37,9.32E-06
35,9,9.31E-06
34,6,9.27E-06
45,19,9.27E-06
15,37,9.25E-06
41,39,9.20E-06
20,33,9.19E-06
11,39,9.18E-06
18,36,9.17E-06
7,40,9.14E-06
44,19,9.11E-06
19,47,9.10E-06
10,33,9.06E-06
28,5,9.06E-06
47,19,9.04E-06
3,25,9.03E-06
9,30,9.03E-06
41,16,9.01E-06
19,30,8.98E-06
18,47,8.97E-06
16,47,8.96E-06
10,38,8.94E-06
7,43,8.87E-06
19,37,8.87E-06
41,2,8.86E-06
17,32,8.83E-06
16,29,8.82E-06
21,38,8.82E-06
9,35,8.78E-06
21,46,8.77E-06
43,2,8.76E-06
16,43,8.73E-06
29,5,8.72E-06
43,30,8.72E-06
41,17,8.70E-06
1,29,8.69E-06
24,39,8.68E-06
31,17,8.65E-06
22,30,8.61E-06
23,39,8.60E-06
17,46,8.51E-06
24,41,8.42E-06
2,29,8.30E-06
46,20,8.28E-06
37,42,8.27E-06
37,16,8.22E-06
23,32,8.15E-06
12,32,8.14E-06
7,36,8.11E-06
8,46,8.09E-06
23,2,8.09E-06
20,45,8.07E-06
6,26,8.06E-06
46,2,8.06E-06
1,25,8.02E-06
20,2,7.92E-06
38,6,7.90E-06
39,47,7.89E-06
23,6,7.84E-06
38,16,7.84E-06
10,39,7.83E-06
7,26,7.79E-06
4,45,7.77E-06
7,25,7.75E-06
23,41,7.73E-06
42,20,7.68E-06
35,20,7.67E-06
2,32,7.66E-06
1,42,7.65E-06
9,36,7.63E-06
38,20,7.62E-06
21,2,7.61E-06
2,44,7.60E-06
47,17,7.59E-06
5,37,7.57E-06
12,31,7.57E-06
2,43,7.55E-06
10,41,7.53E-06
46,8,7.51E-06
2,30,7.46E-06
25,5,7.39E-06
34,10,7.34E-06
22,36,7.32E-06
35,3,7.31E-06
2,41,7.30E-06
36,44,7.29E-06
22,41,7.28E-06
8,45,7.23E-06
1,39,7.21E-06
13,31,7.20E-06
22,32,7.07E-06
20,30,7.06E-06
23,45,7.03E-06
32,11,7.03E-06
44,10,7.03E-06
44,6,6.98E-06
45,15,6.97E-06
1,30,6.93E-06
44,20,6.92E-06
32,41,6.90E-06
44,15,6.82E-06
27,5,6.81E-06
36,6,6.81E-06
16,46,6.73E-06
39,19,6.70E-06
7,35,6.69E-06
9,32,6.69E-06
36,19,6.69E-06
17,30,6.67E-06
39,16,6.60E-06
16,44,6.59E-06
47,15,6.59E-06
44,9,6.58E-06
44,31,6.52E-06
17,5,6.51E-06
17,44,6.48E-06
8,29,6.47E-06
16,45,6.45E-06
46,18,6.45E-06
9,44,6.43E-06
8,41,6.40E-06
15,35,6.40E-06
46,16,6.36E-06
47,37,6.34E-06
21,39,6.33E-06
16,32,6.31E-06
16,36,6.31E-06
15,43,6.28E-06
44,32,6.28E-06
15,46,6.24E-06
6,40,6.20E-06
15,38,6.20E-06
41,29,6.13E-06
19,31,6.09E-06
21,32,6.09E-06
6,21,6.07E-06
21,36,6.04E-06
47,30,6.03E-06
1,31,6.01E-06
18,41,5.98E-06
6,25,5.96E-06
38,45,5.92E-06
18,31,5.91E-06
30,41,5.91E-06
20,31,5.87E-06
19,44,5.86E-06
30,2,5.79E-06
43,5,5.75E-06
33,2,5.72E-06
24,5,5.69E-06
34,2,5.65E-06
35,5,5.64E-06
34,5,5.62E-06
33,6,5.61E-06
41,5,5.61E-06
34,16,5.60E-06
8,36,5.57E-06
18,5,5.57E-06
3,39,5.56E-06
4,32,5.56E-06
20,35,5.53E-06
37,46,5.52E-06
8,43,5.49E-06
7,37,5.45E-06
15,29,5.45E-06
1,44,5.42E-06
23,5,5.40E-06
42,6,5.38E-06
15,47,5.35E-06
37,19,5.34E-06
9,47,5.32E-06
9,42,5.30E-06
10,36,5.28E-06
30,45,5.28E-06
1,41,5.24E-06
10,46,5.22E-06
10,44,5.20E-06
9,38,5.14E-06
5,41,5.06E-06
23,31,5.04E-06
9,46,4.98E-06
5,47,4.95E-06
7,41,4.90E-06
46,5,4.83E-06
46,39,4.81E-06
44,2,4.76E-06
20,43,4.64E-06
47,32,4.61E-06
45,29,4.59E-06
22,31,4.58E-06
47,29,4.55E-06
40,6,4.52E-06
16,41,4.48E-06
16,42,4.47E-06
16,31,4.34E-06
31,41,4.32E-06
31,42,4.32E-06
31,45,4.32E-06
31,46,4.32E-06
24,6,4.30E-06
33,19,4.25E-06
1,36,4.24E-06
33,5,4.20E-06
15,30,4.19E-06
31,2,4.12E-06
22,5,4.11E-06
24,32,4.11E-06
6,30,4.10E-06
6,41,4.10E-06
6,33,4.08E-06
6,39,4.07E-06
6,47,4.05E-06
7,31,4.01E-06
6,43,4.00E-06
15,41,4.00E-06
22,39,4.00E-06
10,37,3.98E-06
40,5,3.97E-06
10,42,3.94E-06
39,2,3.94E-06
7,30,3.88E-06
47,39,3.87E-06
31,19,3.84E-06
21,42,3.82E-06
35,19,3.80E-06
21,41,3.78E-06
3,41,3.77E-06
3,47,3.77E-06
21,45,3.77E-06
3,32,3.71E-06
26,5,3.70E-06
3,31,3.68E-06
32,45,3.56E-06
42,5,3.53E-06
20,46,3.49E-06
36,3,3.49E-06
20,36,3.47E-06
32,19,3.34E-06
4,29,3.26E-06
19,46,3.26E-06
19,5,3.22E-06
36,5,3.21E-06
19,29,3.16E-06
39,6,3.11E-06
15,42,3.10E-06
18,46,3.06E-06
15,39,3.03E-06
19,39,2.91E-06
19,45,2.91E-06
18,6,2.90E-06
19,36,2.84E-06
37,6,2.76E-06
7,42,2.73E-06
8,31,2.71E-06
37,5,2.70E-06
37,45,2.70E-06
10,31,2.63E-06
5,25,2.62E-06
5,30,2.60E-06
10,32,2.51E-06
9,39,2.43E-06
5,42,2.39E-06
5,18,2.35E-06
1,45,2.31E-06
20,42,2.30E-06
20,41,2.28E-06
20,38,2.25E-06
45,5,2.24E-06
44,5,2.21E-06
20,39,2.17E-06
1,32,2.16E-06
17,45,2.16E-06
5,45,2.15E-06
15,44,2.14E-06
6,36,2.05E-06
6,45,2.05E-06
6,46,2.05E-06
15,31,2.05E-06
6,35,2.04E-06
15,32,2.04E-06
17,41,2.01E-06
6,42,2.00E-06
3,29,1.99E-06
6,37,1.96E-06
6,32,1.94E-06
2,39,1.91E-06
2,45,1.91E-06
3,18,1.83E-06
3,30,1.82E-06
47,2,1.82E-06
47,31,1.74E-06
46,6,1.65E-06
7,45,1.38E-06
9,45,1.37E-06
7,29,1.32E-06
21,5,1.31E-06
20,44,1.18E-06
20,32,1.16E-06
4,41,1.11E-06
15,45,9.68E-07
8,39,8.83E-07
3,45,0
5,29,0
5,31,0
5,32,0
5,39,0
5,43,0
5,44,0
5,46,0
6,29,0
6,31,0
6,44,0
7,39,0
9,31,0
10,45,0
17,39,0
18,39,0
18,44,0
18,45,0
19,32,0
19,35,0
19,41,0
30,5,0
30,6,0
31,5,0
31,6,0
31,9,0
32,2,0
32,5,0
32,6,0
32,9,0
32,47,0
36,17,0
37,2,0
38,5,0
39,5,0
41,6,0
45,6,0
47,5,0
47,6,0